user_id,name,username,created_at,description,entities,location,profile_image_url,protected,followers_count,following_count,tweet_count,listed_count,like_count,url,verified,withheld,deleted,date_scraped
1219744155024445442,Consulado General de China en Santa Cruz,ConsuladoCHNSC,2020-01-21T22:11:26Z,"Consulado General de la República Popular China en Santa Cruz, Bolivia 中华人民共和国驻圣克鲁斯总领事馆",,Santa Cruz de la Sierra,https://pbs.twimg.com/profile_images/1240272318653501440/BFP3faue_normal.jpg,,2217,990,2636,40,3910,https://t.co/6g7kh6bfLA,,NA,FALSE,2024-04-15
1222830618247147520,Wang Jialei 王家雷,WangJialei4,2020-01-30T10:35:44Z,Cónsul General de China en Santa Cruz Bolivia，中国驻圣克鲁斯总领事,,NA,https://pbs.twimg.com/profile_images/1756093148097286144/LyHPFICg_normal.jpg,,5438,1091,7437,58,12353,https://t.co/u7MYpuF1am,,NA,FALSE,2024-04-15
4114061121,楊萬明Yang Wanming,WanmingYang,2015-11-04T19:23:12Z,"Ex-embajador de China en Chile (2012-2014), Argentina (2014-2018) y Brasil (2018-2022)| JD, Maestría en Economía| Perfil personal| Rts no son endosos.",,NA,https://pbs.twimg.com/profile_images/661989323219312641/KXkJNuNz_normal.jpg,,79589,97,2790,249,862,NA,,NA,FALSE,2024-04-15
992063308139319296,Embaixada da China no Brasil,EmbaixadaChina,2018-05-03T15:28:19Z,Trazendo a China para perto de você! Conta oficial da Embaixada da República Popular da China na República Federativa do Brasil. 🇨🇳🇧🇷,,"Brasília, Brasil",https://pbs.twimg.com/profile_images/1246822750104293377/TwRtZ4Bw_normal.jpg,,117895,300,5214,388,13004,https://t.co/dMaMDC2aa7,,NA,FALSE,2024-04-15
1204493953694863369,Consulado-Geral da China no Rio de Janeiro,ConsulChinaRJ,2019-12-10T20:16:37Z,Conta oficial do Consulado-Geral da República Popular da China no Rio de Janeiro.,,"Rio de Janeiro, RJ, Brasil",https://pbs.twimg.com/profile_images/1246880187205275648/lNooX9sU_normal.jpg,,2478,50,233,74,120,https://t.co/3HSdA60bYE,,NA,FALSE,2024-04-15
1271159227164364807,Consulado-Geral da China em São Paulo,CGChinaSP,2020-06-11T19:16:39Z,Official twitter account of Consulate General of China in Sao Paulo. Aqui será uma plataforma para todos conhecerem melhor a China e as relações China-Brasil!,,NA,https://pbs.twimg.com/profile_images/1273350458740965380/lwLmVzZp_normal.jpg,,2706,125,2044,53,756,https://t.co/I6KGBuud69,,NA,FALSE,2024-04-15
1265628788555210753,Dong Xiaojun,AmbDongXiaojun,2020-05-27T13:03:13Z,Chinese Ambassador to Bulgaria,,NA,https://pbs.twimg.com/profile_images/1266082832000208897/XXA7tdzD_normal.jpg,,9225,2494,3189,94,14434,NA,,NA,FALSE,2024-04-15
1143603992146120705,Ambassade de Chine au Burundi,AmbChineBurundi,2019-06-25T19:36:53Z,"Twitter officiel de l'Ambassade de la République Populaire de Chine en République du Burundi, 中国驻布隆迪大使馆官方推特账号",,Burundi,https://pbs.twimg.com/profile_images/1600376053435858944/aY5FEI3e_normal.jpg,,4962,213,968,68,527,https://t.co/PgwTKlsNrk,,NA,FALSE,2024-04-15
1206584459014918145,Ambassade de Chine au Cameroun,AmbChineCmr,2019-12-16T14:39:02Z,Compte officiel de l'Ambassade de Chine au Cameroun,,Yaoundé,https://pbs.twimg.com/profile_images/1246484448713080833/hZxKpl_-_normal.jpg,,3248,294,1711,69,87,https://t.co/KEWPDJg3Pi,,NA,FALSE,2024-04-15
2562545263,中国驻加拿大大使馆 Chinese Embassy in Canada,ChinaEmbOttawa,2014-06-12T02:46:43Z,The official twitter account of the Embassy of the People's Republic of China in Canada,,"515 St. Patrick Street, Ottawa",https://pbs.twimg.com/profile_images/1449083832355930119/dJYYbX4D_normal.jpg,,15643,427,6858,161,545,https://t.co/9jw97ifrUK,,NA,FALSE,2024-04-15
1204200194390183936,Chinese Consulate General in Calgary,ChinaCGCalgary,2019-12-10T00:45:22Z,The official twitter account of the Consulate General of the People's Republic of China in Calgary,,NA,https://pbs.twimg.com/profile_images/1246468095968854017/KoDQEBMs_normal.jpg,,3822,228,3411,88,846,https://t.co/DOEzmAh3MT,,NA,FALSE,2024-04-15
1365364773508931585,Chinese Consulate General in Vancouver,ChinainVan,2021-02-26T18:15:10Z,The official account of the Consulate General of the People's Republic of China in Vancouver,,Vancouver BC Canada,https://pbs.twimg.com/profile_images/1723607247027380224/9rvkY4q9_normal.jpg,,2575,81,1065,44,21,https://t.co/KGG1V5fIMv,,NA,FALSE,2024-04-15
1220775270413717505,Consulat général de Chine à Montréal,ChinaCGMTL,2020-01-24T18:28:13Z,"Bienvenue au Consulat général de la République populaire de Chine à Montréal. Si vous avez des questions sur le visa, veuillez consulter https://t.co/6hlAqkZ1xB",,2100 Rue Ste-Catherine O,https://pbs.twimg.com/profile_images/1220789849004945411/BMILXoqV_normal.jpg,,1067,88,2919,26,135,https://t.co/AJVYams1Qh,,NA,FALSE,2024-04-15
1177222911918247938,Ambassade de Chine au Tchad,ambchinetchad,2019-09-26T14:06:43Z,"中华人民共和国驻乍得共和国大使馆
Ambassade de la République Populaire de Chine en République du Tchad",," Rue No.1021, N'Djaména, Tchad",https://pbs.twimg.com/profile_images/1495756180735598592/oy33bnu4_normal.jpg,,5514,201,4433,82,1183,https://t.co/jUubc6QUhk,,NA,FALSE,2024-04-15
1204496933886320641,Embajada de China en Chile,ChinaEmbajada,2019-12-10T20:24:05Z,,,Chile,https://pbs.twimg.com/profile_images/1212189902009487362/RLzdUUrx_normal.jpg,,2705,292,3383,45,2568,https://t.co/3cszavitNT,,NA,FALSE,2024-04-15
1225886018869583874,Embajada de China en Colombia,china_embajada,2020-02-07T20:56:40Z,"¡Bienvenidos a la cuenta oficial de la Embajada de la República Popular China en Colombia!
Embajador @zhu_jingyang",,"Calle72#2A-41, Bogotá",https://pbs.twimg.com/profile_images/1741804363780165632/tESisnJZ_normal.jpg,,12201,199,2096,73,1059,https://t.co/cWiP7vPS4z,,NA,FALSE,2024-04-15
1250143467726086144,Ambassade de Chine en République du Congo,chinaembcongobz,2020-04-14T19:27:56Z,The official account of the Embassy of the People's Republic of China in the Republic of the Congo ;中华人民共和国驻刚果共和国大使馆官方账号,,Avenue Auxence Ickonga BP 1178,https://pbs.twimg.com/profile_images/1250152326834290688/ByjtKvBw_normal.jpg,,3355,207,819,86,83,https://t.co/kwBMTh5BTb,,NA,FALSE,2024-04-15
1215224180532109312,Ambassade de Chine en RDC中国驻刚果（金）大使馆,AmbCHINEenRDC,2020-01-09T10:50:32Z,Ambassade de Chine en RDC中国驻刚果（金）大使馆,,Kinshasa ,https://pbs.twimg.com/profile_images/1216641891380404224/a6pAskAl_normal.jpg,,20323,184,1981,101,563,https://t.co/MmRBQ6GDV0,,NA,FALSE,2024-04-15
1215218674459525120,Zhu Jing 朱京,Amb_ZhuJing,2020-01-09T10:28:54Z,"中国驻欧盟使团公使
Ministre Mission 🇨🇳 à 🇪🇺",,NA,https://pbs.twimg.com/profile_images/1216783100228689920/ktZqGmby_normal.jpg,,19978,562,2605,81,1718,NA,,NA,FALSE,2024-04-15
1241445014749798408,Xu Erwen,ErwenXu,2020-03-21T19:22:31Z,Pro,,NA,https://pbs.twimg.com/profile_images/1241447554073743361/SSLugJsm_normal.jpg,,49,30,40,5,53,NA,,NA,FALSE,2024-04-15
1464239187545231368,Chinese Embassy in Croatia,ChinaEmbCroatia,2021-11-26T14:27:49Z,Official twitter account of the Embassy of the People's Republic of China in the Republic of Croatia,,NA,https://pbs.twimg.com/profile_images/1526624524967497731/f85RoT43_normal.jpg,,2092,27,310,32,13,NA,,NA,FALSE,2024-04-15
1234962650053910528,Embajada de China en Cuba,EmbChinaCuba,2020-03-03T22:05:42Z,Embajada de la República Popular China en Cuba,,Cuba,https://pbs.twimg.com/profile_images/1651701860032495616/u3dX8UEa_normal.jpg,,5110,318,3501,93,1463,https://t.co/D6y9W1gehb,,NA,FALSE,2024-04-15
4236451217,Zhang Yiwen 张怡雯,yiwen_zh,2015-11-20T18:35:30Z,"中国外交部政策司参赞
Consejera, Miniterio de Relaciones Exteriores,China
Cuenta personal, RT ≠ aprobación",,Beijing,https://pbs.twimg.com/profile_images/1233497576407740416/Phw_z-QX_normal.jpg,,2101,953,2412,26,1922,NA,,NA,FALSE,2024-04-15
1323290214853419008,AmbassadorLiu,AmbassadorLiu,2020-11-02T15:46:42Z,Ambassador of the People's Republic of China to the Republic of Cyprus. RTs≠endorsement. FB: https://t.co/20H5OtprNy,,Cyprus,https://pbs.twimg.com/profile_images/1369279936381476864/f53vlL5p_normal.jpg,,1924,455,1214,33,784,https://t.co/UxH2T43OYA,,NA,FALSE,2024-04-15
1233013170094125056,Huang Xingyuan,AmbassadorHuang,2020-02-27T12:58:13Z,Former Chinese Ambassador to Cyprus 🇨🇳🇨🇾,,Nicosia,https://pbs.twimg.com/profile_images/1233045249150345216/IWW6hjln_normal.jpg,,2500,481,321,52,12,https://t.co/QRop9VtU1V,,NA,FALSE,2024-04-15
1231881286693916675,Chinese Embassy in CZ,ChineseEmbinCZ,2020-02-24T10:00:22Z,"欢迎关注中华人民共和国驻捷克共和国大使馆官方账号
Oficiální twitterový účet Velvyslanectví Čínské lidové republiky v České republice",,"Pelléova 18, 160 00 Praha 6",https://pbs.twimg.com/profile_images/1240364689495908358/2n_1VHxe_normal.jpg,,4637,384,7988,89,1467,https://t.co/aMGP0iqLDc,,NA,FALSE,2024-04-15
1181849731401752576,Chinese Embassy in Prague,prcembassyprg,2019-10-09T08:31:59Z,"Embassy of People's Republic of China in Prague
Ambasáda Čínské Lidové Republiky v Praze",,"Pelléova 1116/18a, Prague",https://pbs.twimg.com/profile_images/1181851364982476802/yLAJaVWD_normal.jpg,,132,0,5,14,2,NA,,NA,FALSE,2024-04-15
862289524679991298,Kina i Danmark,ChinaInDenmark,2017-05-10T12:53:38Z,Embassy of the People's Republic of China in the Kingdom of Denmark. Tweeting about #ChinaDenmark relations.,,"Copenhagen, Denmark",https://pbs.twimg.com/profile_images/900816986485215232/uR52Rlu7_normal.jpg,,2249,528,3690,55,915,https://t.co/2pWzSsZ43z,,NA,FALSE,2024-04-15
1250704920153554944,Ambassade de Chine à Djibouti,ChineAmbDjibout,2020-04-16T08:38:54Z,Compte Twitter officiel de l'Ambassade de Chine à Djibouti🇨🇳🇩🇯,,Djibouti,https://pbs.twimg.com/profile_images/1252518872541954048/x-HaOLnk_normal.jpg,,3532,148,1528,82,1062,https://t.co/BaGtsMcZQu,,NA,FALSE,2024-04-15
1121466332669775878,EmbajadaChinaenRD,ChinaEmbajadaRD,2019-04-25T17:29:44Z,Bienvenidos a seguir la cuenta oficial de la Embajada de la República Popular China🇨🇳 en la República Dominicana🇩🇴.,,National District,https://pbs.twimg.com/profile_images/1600565973009973254/rhxanVDt_normal.jpg,,8327,432,3175,53,891,https://t.co/kLza9zJK6T,,NA,FALSE,2024-04-15
1077689818165972992,Zhang Run 张润,EmbZhangRun,2018-12-25T22:17:29Z,"中华人民共和国驻墨西哥合众国大使
Chinese Ambassador to Mexico
Embajador de China en México @EmbChinaMex, 
Ex-embajador de China en la República Dominicana",,"Distrito Federal, México",https://pbs.twimg.com/profile_images/1737860710397341696/LxSzDZ5t_normal.jpg,,29172,937,7253,94,11200,https://t.co/qrQSARjcyy,,NA,FALSE,2024-04-15
1084281262020456448,Xu Tiefei 徐铁飞,luisxu9,2019-01-13T02:49:32Z,"Consejero político de la Embajada China en Costa Rica. 中国驻哥斯达黎加使馆参赞
Pura vida y pura amistad 🇨🇳🇨🇷",,"San Jose, Costa Rica",https://pbs.twimg.com/profile_images/1712689591717642240/SJMtqEIA_normal.jpg,,2248,570,816,16,1412,NA,,NA,FALSE,2024-04-15
1201536069403058176,Embajada de la República Popular China en Ecuador,EmbajadaChinaEc,2019-12-02T16:18:57Z,Bienvenidos a la cuenta oficial de la Embajada de la República Popular China en Ecuador,,Quito,https://pbs.twimg.com/profile_images/1246468264995303424/GojVDlWh_normal.jpg,,8491,89,5163,49,1291,https://t.co/o3Vp642mBM,,NA,FALSE,2024-04-15
1201049689019310080,Liao Liqiang,AmbLiaoLiqiang,2019-12-01T08:05:51Z,Chinese Ambassador to Egypt,,Cairo,https://pbs.twimg.com/profile_images/1201441608081784833/ScNzoX32_normal.jpg,,17815,133,1983,145,899,https://t.co/YD1Mvgemwc,,NA,FALSE,2024-04-15
1274614148320690178,Spokesperson of the Chinese Embassy in Egypt,CHN_EGY,2020-06-21T08:04:56Z,"Official Account of the Spokesperson of the Chinese Embassy in Egypt
Ambassador Account: @AmbLiaoLiqiang
Facebook: @ChineseEmbinEgypt
Wechat: Chineseembassy_eg",,"Cairo, Egypt",https://pbs.twimg.com/profile_images/1499329257587228675/0gqXpcBQ_normal.jpg,,3415,112,3191,81,578,NA,,NA,FALSE,2024-04-15
1097900802067304448,Embajada de la República Popular China en SV,EmbajadaChinaSV,2019-02-19T16:48:43Z,Perfil Oficial de la Embajada de la República Popular China en El Salvador,,San Salvador,https://pbs.twimg.com/profile_images/1097953252858052610/J8HEFceT_normal.png,,28268,413,2728,74,1500,NA,,NA,FALSE,2024-04-15
1033920834409312256,Ou Jianhong,oujianhong,2018-08-27T03:35:11Z,Embajadora de la República Popular China,,NA,https://pbs.twimg.com/profile_images/1247015411578736640/DOScThl4_normal.jpg,,15101,335,2812,52,7324,NA,,NA,FALSE,2024-04-15
1242881237733314561,Embajada de China Malabo,EmbChinaGE,2020-03-25T18:29:21Z,"欢迎访问中国驻赤道几内亚大使馆官方账号！
¡Bienvenido a la Embajada de la República Popular China en Guinea Ecuatorial!",,赤道几内亚 Guinea Ecuatorial,https://pbs.twimg.com/profile_images/1242882236975849489/iquVAw3T_normal.jpg,,5045,735,1280,85,2524,https://t.co/s88ebnL57W,,NA,FALSE,2024-04-15
1401789698893299714,Chinese Embassy in Eritrea,ChinaEmbEritrea,2021-06-07T06:36:14Z,Official Account of the Chinese Embassy in Eritrea,,Asmara,https://pbs.twimg.com/profile_images/1401827607587528705/-S6QjlVP_normal.jpg,,6381,530,935,64,955,https://t.co/kFVlsa0tJF,,NA,FALSE,2024-04-15
1431280929910272000,Chinese Embassy in Estonia,ChineseEstonia,2021-08-27T15:43:08Z,Chinese Embassy in Tallinn,,NA,https://pbs.twimg.com/profile_images/1431295326154014723/anca3CAu_normal.jpg,,1636,72,944,36,1064,NA,,NA,FALSE,2024-04-15
1207558778842947584,Zhao Zhiyuan 赵志远,ChinaEmbAddis,2019-12-19T07:10:36Z,Ambassador Extraordinary and Plenipotentiary of the People's Republic of China to the Federal Democratic Republic of Ethiopia,,addis ababa,https://pbs.twimg.com/profile_images/1571943183671599109/7TFEIa6L_normal.jpg,,18277,118,656,110,280,https://t.co/dxAgl3SrUE,,NA,FALSE,2024-04-15
1352139844323999745,Chinese Embassy in Fiji,ChineseEmb_FJ,2021-01-21T06:24:43Z,Welcome to the official Twitter account of the Embassy of the People's Republic of China in Fiji. Hotline: 7137727,,"Suva, Fiji",https://pbs.twimg.com/profile_images/1352140314211807232/D0TxprGt_normal.jpg,,3660,259,1634,50,93,https://t.co/5gTTmL7Foh,,NA,FALSE,2024-04-15
1209162583346962435,Embassy of China in Finland,ChinaEmbFinland,2019-12-23T17:23:35Z,Official Twitter account of the Embassy of the People's Republic of China in the Republic of Finland.,,"Vanha Kelkkamäki 9-11, 00570",https://pbs.twimg.com/profile_images/1214809642901164032/jxYCvztU_normal.jpg,,1426,34,377,44,17,https://t.co/7Mww3fEWDd,,NA,FALSE,2024-04-15
1161600064214753280,Ambassade de Chine en France,AmbassadeChine,2019-08-14T11:26:51Z,Ambassade de Chine en France，中国驻法国大使馆官方推特账号,,20 Rue Monsieur 75007 Paris,https://pbs.twimg.com/profile_images/1161600125141245953/NU-7yKKx_normal.jpg,,67534,1233,22819,341,9057,https://t.co/dz4wp2gcOG,,NA,FALSE,2024-04-15
1230410541547560960,Consulat général de Chine à Strasbourg,consulat_de,2020-02-20T08:36:28Z,Compte officiel du Consulat général de Chine à Strasbourg,,35 Rue Bautain 67000Strasbourg,https://pbs.twimg.com/profile_images/1232223154463965187/FIcWcN6__normal.jpg,,2553,530,5255,57,3075,https://t.co/ETSYFfHatJ,,NA,FALSE,2024-04-15
1235580233669099522,Consulat Général de Chine à Lyon,China_Lyon,2020-03-05T14:58:02Z,"Compte officiel du Consulat Général de la République populaire de Chine à Lyon 
中华人民共和国驻里昂总领事馆",,69 rue Duquesne 69006 Lyon,https://pbs.twimg.com/profile_images/1239846759557464064/Zfjo8Qdp_normal.jpg,,2938,739,2075,59,974,https://t.co/T1LM1jxmq0,,NA,FALSE,2024-04-15
1207959651079393281,Chinesische Botschaft in Deutschland,ChinaEmbGermany,2019-12-20T09:43:27Z,Botschaft der Volksrepublik China in der Bundesrepublik Deutschland,,NA,https://pbs.twimg.com/profile_images/1610224612452798468/fQPC4qfR_normal.jpg,,9382,277,4819,154,992,https://t.co/ua3xccsPzJ,,NA,FALSE,2024-04-15
1446043686924603394,Chinesisches Generalkonsulat in München,ChinaCG_Muc,2021-10-07T09:24:30Z,"中华人民共和国驻慕尼黑总领事馆
Generalkonsulat der VR China in München
Chinese Consulate General in Munich",,Munich,https://pbs.twimg.com/profile_images/1620852454353928212/L5agJUtO_normal.jpg,,3370,458,2798,37,420,https://t.co/gnVRWp3jSl,,NA,FALSE,2024-04-15
1462690586197118976,Chinesisches Generalkonsulat in Frankfurt am Main,ChinaCG_Ffm,2021-11-22T07:57:25Z,"中华人民共和国驻法兰克福总领事馆
Generalkonsulat der Volksrepublik China in Frankfurt am Main
Consulate General of the People's Republic of China in Frankfurt am Main",,NA,https://pbs.twimg.com/profile_images/1462691807859548162/aWPV_dgL_normal.jpg,,3283,260,865,41,105,https://t.co/gZqLxStWKt,,NA,FALSE,2024-04-15
1235154463901585413,中国驻加纳大使馆 Chinese Embassy in Ghana,ChinaEmbinGH,2020-03-04T10:45:58Z,The official account of the Chinese Embassy in Ghana,,Accra,https://pbs.twimg.com/profile_images/1235154623394127875/s7NkAcRz_normal.jpg,,5684,179,2565,107,396,https://t.co/nJiF1zBmXC,,NA,FALSE,2024-04-15
1282941024852213761,Chinese Embassy in Greece,Chinaemb_Hellas,2020-07-14T07:33:07Z,Επίσημος λογαριασμός της Πρεσβείας της Κίνας στην Ελλάδα Official account of Chinese Embassy in Greece,,NA,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,4129,383,1885,95,735,https://t.co/uayGnJgKtc,,NA,FALSE,2024-04-15
1186300040471552002,Chinese Embassy in Grenada,ChinaEmbGrenada,2019-10-21T15:15:53Z,Official twitter account of the Embassy of the People's Republic of China in Grenada,,St. Georges,https://pbs.twimg.com/profile_images/1186300129986433026/aLVnk075_normal.jpg,,6822,107,6102,112,629,https://t.co/fuy7BjTfyE,,NA,FALSE,2024-04-15
1152213233605992453,ZHAO Yongchen,DrZhaoyongchen,2019-07-19T13:46:56Z,"Ambassador, Prof. Dr. of Law.",,Beijing,https://pbs.twimg.com/profile_images/1259970842454364167/IK6gT6qK_normal.jpg,,4399,492,1027,82,858,NA,,NA,FALSE,2024-04-15
1355172013019717632,Wei Hongtian,WeiHongtian,2021-01-29T15:12:48Z,Ambassador of the People's Republic of China to Grenada,,Grenada,https://pbs.twimg.com/profile_images/1355262867625431041/kU1YgyOx_normal.jpg,,645,22,2455,18,96,NA,,NA,FALSE,2024-04-15
1176811042015502336,Ambassade de Chine en Guinée,chine_guinee,2019-09-25T10:50:18Z,中华人民共和国驻几内亚共和国大使馆 Ambassade de la République populaire de Chine en République de Guinée,,Guinea,https://pbs.twimg.com/profile_images/1177633664596942848/j6uZ3Q4d_normal.jpg,,5863,301,1242,102,542,https://t.co/Zfj6r6Ni1L,,NA,FALSE,2024-04-15
1186904833661571072,Chinese Embassy in Hungary,ChineseEmbinHU,2019-10-23T07:19:09Z,"A Kínai Népköztársaság Magyarországi Nagykövetsége
Embassy of the People's Republic of China in Hungary
Our Facebook: https://t.co/x9yAqCPwpp…",,"Budapest, Hungary",https://pbs.twimg.com/profile_images/1569242948100931585/h7cq2NJ6_normal.jpg,,6856,170,4859,114,734,https://t.co/noVwFrqRkM,,NA,FALSE,2024-04-15
1492125898497302531,He Rulong 何儒龙,HeRulong,2022-02-11T13:34:56Z,"Ambassador of China to Iceland.  A dad who enjoys running, trekking and other outdoor sports.",,Iceland,https://pbs.twimg.com/profile_images/1757025820529270784/Fc6hJ8w__normal.jpg,,7629,407,2555,61,6364,https://t.co/G4mJJDWRTF,,NA,FALSE,2024-04-15
938072041273430017,Embassy of The People's Republic of China in India,China_Amb_India,2017-12-05T15:46:17Z,Embassy of The People's Republic of China in India,,"50-D, Shantipath, Chanakyapuri",https://pbs.twimg.com/profile_images/1585848434866540544/qQgU-o1D_normal.jpg,,95507,356,10547,373,558,https://t.co/VmQyIf6ijt,,NA,FALSE,2024-04-15
1167303027503403008,CG_Zha Liyou查立友,ZhaLiyou,2019-08-30T05:10:53Z,"Ex CG of China in Kolkata 前中国驻加尔各答总领事
Comments based on interest and stories of real life. Delighted to answer honest questions about China.",,China,https://pbs.twimg.com/profile_images/1299209212006809600/PdRY6vUt_normal.jpg,,26202,2408,42372,227,18238,NA,,NA,FALSE,2024-04-15
1244579056533692416,Wang Xiaojian,ChinaSpox_India,2020-03-30T10:55:57Z,"Spokesperson of Chinese Embassy in India, sharing facts",,Chinese Embassy in India,https://pbs.twimg.com/profile_images/1379337478897721345/HRk2CiwW_normal.jpg,,13094,158,4988,105,1432,https://t.co/5enBwEcFoM,,NA,FALSE,2024-04-15
1438808062060605447,Kong Xianhua,ChineseCGMumbai,2021-09-17T10:12:49Z,Official Account of the Consul General of the People’s Republic of China in Mumbai,,NA,https://pbs.twimg.com/profile_images/1554039585100820480/wXEuMPWT_normal.jpg,,2129,298,1821,42,1629,NA,,NA,FALSE,2024-04-15
1181459142894145541,Chang Hua,AmbChangHua,2019-10-08T06:39:53Z,Ambassador of China to the Islamic Republic of Iran,,NA,https://pbs.twimg.com/profile_images/1290281296183406593/B_0KgA99_normal.jpg,,26405,202,7978,218,6083,NA,,NA,FALSE,2024-04-15
